Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
50,Exit short,2025-05-24 11:00,Flip,2539.75,0.0389,99.790948,0.9,0.90,2.61,2.61,-1.06,-1.06,13.83,0.01
50,Entry short,2025-05-23 20:00,Flip to Short,2565.32,0.0389,99.790948,0.9,0.90,2.61,2.61,-1.06,-1.06,13.83,0.01
51,Exit long,2025-05-24 16:00,Max Hold,2545.78,0.0393,99.812175,0.14,0.14,0.84,0.84,-0.27,-0.27,13.97,0.01
51,Entry long,2025-05-24 11:00,Flip to Long,2539.75,0.0393,99.812175,0.14,0.14,0.84,0.84,-0.27,-0.27,13.97,0.01
52,Exit long,2025-05-30 06:00,Max Hold,2659.49,0.0383,99.846951,1.91,1.91,6.92,6.92,-0.09,-0.09,15.88,0.02
52,Entry long,2025-05-27 16:00,Long Entry,2606.97,0.0383,99.846951,1.91,1.91,6.92,6.92,-0.09,-0.09,15.88,0.02
53,Exit long,2025-06-04 14:00,Max Hold,2623.65,0.0396,99.8712,3.92,3.93,5.22,5.22,-2,-2.00,19.8,0.02
53,Entry long,2025-06-02 00:00,Long Entry,2522,0.0396,99.8712,3.92,3.93,5.22,5.22,-2,-2.00,19.8,0.02
54,Exit long,2025-06-07 14:00,Max Hold,2492.97,0.0374,99.742808,-6.6,-6.62,0.001,0.00,-10.79,-10.82,13.2,0.01
54,Entry long,2025-06-05 00:00,Long Entry,2666.92,0.0374,99.742808,-6.6,-6.62,0.001,0.00,-10.79,-10.82,13.2,0.01
55,Exit long,2025-06-11 15:00,Max Hold,2791.42,0.0395,99.808205,10.35,10.36,12.09,12.11,-2.06,-2.07,23.55,0.02
55,Entry long,2025-06-09 01:00,Long Entry,2526.79,0.0395,99.808205,10.35,10.36,12.09,12.11,-2.06,-2.07,23.55,0.02
56,Exit long,2025-06-13 10:00,SL,2496.57,0.0356,99.833792,-11.05,-11.06,2.61,2.61,-12.65,-12.67,12.5,0.01
56,Entry long,2025-06-11 21:00,Long Entry,2804.32,0.0356,99.833792,-11.05,-11.06,2.61,2.61,-12.65,-12.67,12.5,0.01
57,Exit short,2025-06-19 05:00,Flip,2527.68,0.0389,99.920485,1.49,1.50,4.49,4.49,-1.96,-1.96,13.99,0.01
57,Entry short,2025-06-17 07:00,Short Entry,2568.65,0.0389,99.920485,1.49,1.50,4.49,4.49,-1.96,-1.96,13.99,0.01
58,Exit long,2025-06-19 21:00,Max Hold,2524.18,0.0395,99.84336,-0.24,-0.24,0.69,0.69,-0.93,-0.93,13.75,0.01
58,Entry long,2025-06-19 05:00,Flip to Long,2527.68,0.0395,99.84336,-0.24,-0.24,0.69,0.69,-0.93,-0.93,13.75,0.01
59,Exit short,2025-06-20 16:00,Flip,2548.6,0.0398,99.841484,-1.69,-1.70,0.95,0.95,-1.78,-1.78,12.06,0.01
59,Entry short,2025-06-19 22:00,Short Entry,2508.58,0.0398,99.841484,-1.69,-1.70,0.95,0.95,-1.78,-1.78,12.06,0.01
60,Exit long,2025-06-20 23:00,Flip,2488.74,0.0392,99.90512,-2.45,-2.45,0.73,0.73,-2.43,-2.43,9.61,0.01
60,Entry long,2025-06-20 16:00,Flip to Long,2548.6,0.0392,99.90512,-2.45,-2.45,0.73,0.73,-2.43,-2.43,9.61,0.01
61,Exit short,2025-06-21 17:00,Flip,2440.39,0.0401,99.798474,1.84,1.84,4.96,4.96,-0.82,-0.82,11.45,0.01
61,Entry short,2025-06-20 23:00,Flip to Short,2488.74,0.0401,99.798474,1.84,1.84,4.96,4.96,-0.82,-0.82,11.45,0.01
62,Exit long,2025-06-22 12:00,Max Hold,2263.5,0.0409,99.811951,-7.33,-7.34,0.26,0.26,-9.35,-9.36,4.12,0.00
62,Entry long,2025-06-21 17:00,Flip to Long,2440.39,0.0409,99.811951,-7.33,-7.34,0.26,0.26,-9.35,-9.36,4.12,0.00
63,Exit long,2025-06-24 01:00,Flip,2220.95,0.0438,99.81144,-2.63,-2.64,1.62,1.63,-7.4,-7.41,1.49,0.00
63,Entry long,2025-06-22 21:00,Long Entry,2278.8,0.0438,99.81144,-2.63,-2.64,1.62,1.63,-7.4,-7.41,1.49,0.00
64,Exit short,2025-06-25 11:00,Max Hold,2450.34,0.045,99.94275,-10.43,-10.43,0.17,0.17,-11.76,-11.77,-8.94,-0.01
64,Entry short,2025-06-24 01:00,Flip to Short,2220.95,0.045,99.94275,-10.43,-10.43,0.17,0.17,-11.76,-11.77,-8.94,-0.01
65,Exit long,2025-06-28 18:00,Max Hold,2425.57,0.0411,99.946569,-0.36,-0.36,3.58,3.58,-2.3,-2.30,-9.29,-0.01
65,Entry long,2025-06-26 04:00,Long Entry,2431.79,0.0411,99.946569,-0.36,-0.36,3.58,3.58,-2.3,-2.30,-9.29,-0.01
66,Exit long,2025-07-02 21:00,Max Hold,2437.35,0.0399,99.7899,-2.64,-2.64,0.88,0.89,-5.38,-5.38,-11.93,-0.01
66,Entry long,2025-06-30 07:00,Long Entry,2501,0.0399,99.7899,-2.64,-2.64,0.88,0.89,-5.38,-5.38,-11.93,-0.01
67,Exit long,2025-07-05 15:00,Max Hold,2526.19,0.039,99.83142,-1.41,-1.41,2.88,2.89,-3.43,-3.44,-13.34,-0.01
67,Entry long,2025-07-03 01:00,Long Entry,2559.78,0.039,99.83142,-1.41,-1.41,2.88,2.89,-3.43,-3.44,-13.34,-0.01
68,Exit short,2025-07-06 22:00,Flip,2557.39,0.0398,99.773824,-2.11,-2.11,0.77,0.77,-2.54,-2.54,-15.45,-0.02
68,Entry short,2025-07-06 00:00,Short Entry,2506.88,0.0398,99.773824,-2.11,-2.11,0.77,0.77,-2.54,-2.54,-15.45,-0.02
69,Exit long,2025-07-08 14:00,Max Hold,2551,0.0391,99.993949,-0.35,-0.35,1.89,1.89,-2.08,-2.08,-15.8,-0.02
69,Entry long,2025-07-06 22:00,Flip to Long,2557.39,0.0391,99.993949,-0.35,-0.35,1.89,1.89,-2.08,-2.08,-15.8,-0.02
70,Exit long,2025-07-12 11:00,Max Hold,2955.63,0.0376,99.9784,11.05,11.04,14.31,14.31,-1.22,-1.22,-4.75,0.00
70,Entry long,2025-07-09 21:00,Long Entry,2659,0.0376,99.9784,11.05,11.04,14.31,14.31,-1.22,-1.22,-4.75,0.00
71,Exit long,2025-07-16 11:00,Max Hold,3115.29,0.0335,99.997835,4.26,4.26,5.61,5.60,-1.89,-1.89,-0.49,0.00
71,Entry long,2025-07-13 21:00,Long Entry,2985.01,0.0335,99.997835,4.26,4.26,5.61,5.60,-1.89,-1.89,-0.49,0.00
72,Exit long,2025-07-20 20:00,Max Hold,3755.7,0.0288,99.862272,8.2,8.21,8.66,8.67,-0.53,-0.53,7.71,0.01
72,Entry long,2025-07-18 06:00,Long Entry,3467.44,0.0288,99.862272,8.2,8.21,8.66,8.67,-0.53,-0.53,7.71,0.01
73,Exit long,2025-07-27 13:00,Max Hold,3789.37,0.0267,99.694596,1.38,1.38,1.59,1.59,-4.42,-4.43,9.09,0.01
73,Entry long,2025-07-24 23:00,Long Entry,3733.88,0.0267,99.694596,1.38,1.38,1.59,1.59,-4.42,-4.43,9.09,0.01
74,Exit long,2025-07-30 09:00,Max Hold,3773.33,0.0262,99.971602,-1.21,-1.21,3.23,3.23,-2.76,-2.76,7.88,0.01
