Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
191,Exit long,2025-04-24 08:00,Max Hold,1755.6,0.0557,99.909647,-2.12,-2.13,0.88,0.89,-2.39,-2.39,97.29,0.10
191,Entry long,2025-04-23 16:00,Long Entry,1793.71,0.0557,99.909647,-2.12,-2.13,0.88,0.89,-2.39,-2.39,97.29,0.10
192,Exit long,2025-05-08 20:00,Max Hold,2117.59,0.0526,99.966826,11.42,11.42,12.61,12.61,-0.48,-0.48,108.7,0.11
192,Entry long,2025-05-08 04:00,Long Entry,1900.51,0.0526,99.966826,11.42,11.42,12.61,12.61,-0.48,-0.48,108.7,0.11
193,Exit long,2025-05-14 11:00,Max Hold,2594.79,0.0374,99.813868,-2.77,-2.77,2.61,2.61,-3.51,-3.52,105.93,0.11
193,Entry long,2025-05-13 19:00,Long Entry,2668.82,0.0374,99.813868,-2.77,-2.77,2.61,2.61,-3.51,-3.52,105.93,0.11
194,Exit long,2025-05-28 07:00,Max Hold,2626.57,0.0375,99.75375,-1.26,-1.26,1.94,1.94,-1.62,-1.62,104.68,0.10
194,Entry long,2025-05-27 15:00,Long Entry,2660.1,0.0375,99.75375,-1.26,-1.26,1.94,1.94,-1.62,-1.62,104.68,0.10
195,Exit long,2025-05-29 19:00,Max Hold,2649.11,0.036,99.7272,-4.36,-4.37,0.11,0.11,-5.4,-5.41,100.32,0.10
195,Entry long,2025-05-29 03:00,Long Entry,2770.2,0.036,99.7272,-4.36,-4.37,0.11,0.11,-5.4,-5.41,100.32,0.10
196,Exit long,2025-06-03 18:00,Max Hold,2618.04,0.0378,99.978732,-1.02,-1.02,0.38,0.38,-2.15,-2.15,99.3,0.10
196,Entry long,2025-06-03 02:00,Long Entry,2644.94,0.0378,99.978732,-1.02,-1.02,0.38,0.38,-2.15,-2.15,99.3,0.10
197,Exit short,2025-06-06 13:00,Max Hold,2474.2,0.0417,99.977001,-3.2,-3.20,0.75,0.75,-4.27,-4.27,96.1,0.10
197,Entry short,2025-06-05 21:00,Short Entry,2397.53,0.0417,99.977001,-3.2,-3.20,0.75,0.75,-4.27,-4.27,96.1,0.10
198,Exit long,2025-06-10 14:00,Max Hold,2742.6,0.0378,99.889524,3.78,3.78,5.9,5.91,-0.07,-0.07,99.88,0.10
198,Entry long,2025-06-09 22:00,Long Entry,2642.58,0.0378,99.889524,3.78,3.78,5.9,5.91,-0.07,-0.07,99.88,0.10
199,Exit long,2025-06-12 05:00,Max Hold,2761.52,0.0356,99.833792,-1.52,-1.53,2.66,2.66,-2.2,-2.20,98.35,0.10
199,Entry long,2025-06-11 13:00,Long Entry,2804.32,0.0356,99.833792,-1.52,-1.53,2.66,2.66,-2.2,-2.20,98.35,0.10
200,Exit short,2025-06-13 17:00,Max Hold,2560.62,0.0395,99.871405,-1.27,-1.28,3.74,3.74,-2.24,-2.24,97.08,0.10
200,Entry short,2025-06-13 01:00,Short Entry,2528.39,0.0395,99.871405,-1.27,-1.28,3.74,3.74,-2.24,-2.24,97.08,0.10
